Nome da Maquina;Data da Coleta;Uso de CPU;Load1;Load5;Load15;Uso de RAM;RAM total (bytes);RAM usada (bytes);Uso de Swap;Swap total (bytes);Swap usada (bytes);Uso de Disco;Disco total (bytes);Disco usado (bytes);Disco livre (bytes);Net bytes enviados;Net bytes recebidos;Freq CPU (MHz);Temp CPU (C);Uptime (s)
srv1;2025-10-10 19:40:57;1.5;0.107421875;0.11328125;0.29052734375;30.2;16435757056;4956016640;0.0;2147479552;0;3.2;993262940160;30090870784;912641560576;42871315;368191666;2171.204166666667;40.0;9273
srv1;2025-10-10 19:41:58;1.3;0.19189453125;0.13720703125;0.28466796875;30.0;16435757056;4935892992;0.0;2147479552;0;3.2;993262940160;30091890688;912640540672;43007852;369412024;2356.2283333333335;39.0;9334
srv1;2025-10-10 19:42:59;1.5;0.12646484375;125;0.2685546875;30.1;16435757056;4952068096;0.0;2147479552;0;3.2;993262940160;30093000704;912639430656;43190986;370762194;1975.0210833333333;40.0;9395
srv1;2025-10-10 19:44:00;1.2;0.13427734375;0.1298828125;0.26220703125;30.1;16435757056;4943081472;0.0;2147479552;0;3.2;993262940160;30095249408;912637181952;43348540;372396950;2022.0989166666668;39.0;9456
srv1;2025-10-10 19:45:01;1.5;0.1044921875;0.11865234375;0.25048828125;30.0;16435757056;4933877760;0.0;2147479552;0;3.2;993262940160;30096433152;912635998208;43509896;373842678;1732.871166666666;39.0;9517
srv1;2025-10-10 19:46:02;1.1;0.1484375;0.12451171875;0.2431640625;30.1;16435757056;4949639168;0.0;2147479552;0;3.2;993262940160;30097596416;912634834944;43637963;375196521;1858.2191666666665;39.0;9578
srv1;2025-10-10 19:47:03;2.2;0.1748046875;0.13037109375;0.2373046875;30.0;16435757056;4933619712;0.0;2147479552;0;3.2;993262940160;30098649088;912633782272;43772626;376412732;2237.6384166666667;40.0;9639
srv1;2025-10-10 19:48:04;0.8;0.0615234375;0.10400390625;0.2197265625;30.1;16435757056;4939153408;0.0;2147479552;0;3.2;993262940160;30099746816;912632684544;43923926;377711453;1635.6070833333333;39.0;9700
srv1;2025-10-10 19:49:05;0.6;0.0205078125;0.08203125;0.2021484375;30.0;16435757056;4937449472;0.0;2147479552;0;3.2;993262940160;30100836352;912631595008;44062595;378990432;2211.4193333333333;39.0;9761
srv1;2025-10-10 19:50:06;0.8;0.09130859375;0.0947265625;0.1962890625;30.0;16435757056;4936503296;0.0;2147479552;0;3.2;993262940160;30101966848;912630464512;44240066;380377048;1818.0169166666665;39.0;9822
srv1;2025-10-10 19:51:07;1.2;0.13525390625;0.103515625;0.18896484375;30.2;16435757056;4969660416;0.0;2147479552;0;3.2;993262940160;30103523328;912628908032;44403295;382248127;1670.5526666666665;39.0;9883
srv1;2025-10-10 19:52:08;1.3;0.0859375;0.09716796875;0.1787109375;30.1;16435757056;4949585920;0.0;2147479552;0;3.2;993262940160;30104752128;912627679232;44550969;383679063;2324998;39.0;9944
